Age,Fare,Parch,PassengerId,Pclass,SibSp,x0_female,x0_male,x2_C,x2_Q,x2_S,Survived,predicted_probability,No,Yes
34.5,7.8292,0,892,3,0,0.0,1.0,0.0,1.0,0.0,No,0.9399999976158142,0.9354485,0.06455144
47.0,7.0,0,893,3,1,1.0,0.0,0.0,0.0,1.0,No,0.8500000238418579,0.8527728,0.14722721
62.0,9.6875,0,894,2,0,0.0,1.0,0.0,1.0,0.0,No,0.8100000023841858,0.80789137,0.1921086
27.0,8.6625,0,895,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8600000143051147,0.8563361,0.14366388
22.0,12.2875,1,896,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.6600000262260437,0.33872837,0.66127163
14.0,9.225,0,897,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.90801233,0.09198765
30.0,7.6292,0,898,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.6700000166893005,0.33419555,0.66580445
26.0,29.0,1,899,2,1,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.87341076,0.12658925
18.0,7.2292,0,900,3,0,1.0,0.0,1.0,0.0,0.0,Yes,0.5899999737739563,0.40625578,0.5937442
21.0,24.15,0,901,3,2,0.0,1.0,0.0,0.0,1.0,No,0.9599999785423279,0.95554614,0.04445389
30.272590361445783,7.8958,0,902,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.93151724,0.06848278
46.0,26.0,0,903,1,0,0.0,1.0,0.0,0.0,1.0,No,0.8500000238418579,0.8457058,0.15429418
23.0,82.2667,0,904,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9700000286102295,0.033466935,0.96653306
63.0,26.0,0,905,2,1,0.0,1.0,0.0,0.0,1.0,No,0.8999999761581421,0.8967286,0.10327143
47.0,61.175,0,906,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9599999785423279,0.037887692,0.9621123
24.0,27.7208,0,907,2,1,1.0,0.0,1.0,0.0,0.0,Yes,0.8399999737739563,0.16026253,0.8397375
35.0,12.35,0,908,2,0,0.0,1.0,0.0,1.0,0.0,No,0.8899999856948853,0.8881589,0.11184109
21.0,7.225,0,909,3,0,0.0,1.0,1.0,0.0,0.0,Yes,0.5799999833106995,0.58134705,0.41865295
27.0,7.925,0,910,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.5799999833106995,0.41600633,0.5839937
45.0,7.225,0,911,3,0,1.0,0.0,1.0,0.0,0.0,Yes,0.550000011920929,0.5546491,0.4453509
55.0,59.4,0,912,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.6899999976158142,0.6864271,0.31357288
9.0,3.1708,1,913,3,0,0.0,1.0,0.0,0.0,1.0,Yes,0.5400000214576721,0.5368618,0.4631382
30.272590361445783,31.6833,0,914,1,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9700000286102295,0.032662034,0.96733797
21.0,61.3792,1,915,1,0,0.0,1.0,1.0,0.0,0.0,Yes,0.5400000214576721,0.5390665,0.4609335
48.0,262.375,3,916,1,1,1.0,0.0,1.0,0.0,0.0,Yes,0.8399999737739563,0.15511024,0.84488976
50.0,14.5,0,917,3,1,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.9293079,0.070692115
22.0,61.9792,1,918,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9700000286102295,0.033466935,0.96653306
22.5,7.225,0,919,3,0,0.0,1.0,1.0,0.0,0.0,No,0.7400000095367432,0.7449892,0.25501078
41.0,30.5,0,920,1,0,0.0,1.0,0.0,0.0,1.0,Yes,0.6100000143051147,0.38691336,0.61308664
30.272590361445783,21.6792,0,921,3,2,0.0,1.0,1.0,0.0,0.0,Yes,0.7099999785423279,0.7104517,0.2895483
50.0,26.0,0,922,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.9293079,0.070692115
24.0,31.5,0,923,2,2,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.9338966,0.06610338
33.0,20.575,2,924,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.6000000238418579,0.40047967,0.5995203
30.272590361445783,23.45,2,925,3,1,1.0,0.0,0.0,0.0,1.0,No,0.8299999833106995,0.825683,0.17431699
30.0,57.75,0,926,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.5799999833106995,0.58367217,0.4163278
18.5,7.2292,0,927,3,0,0.0,1.0,1.0,0.0,0.0,No,0.75,0.75244325,0.24755675
30.272590361445783,8.05,0,928,3,0,1.0,0.0,0.0,0.0,1.0,No,0.8399999737739563,0.8373346,0.16266543
21.0,8.6625,0,929,3,0,1.0,0.0,0.0,0.0,1.0,No,0.7900000214576721,0.79024315,0.20975685
25.0,9.5,0,930,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8600000143051147,0.8563361,0.14366388
30.272590361445783,56.4958,0,931,3,0,0.0,1.0,0.0,0.0,1.0,Yes,0.5199999809265137,0.5203208,0.47967926
39.0,13.4167,1,932,3,0,0.0,1.0,1.0,0.0,0.0,No,0.8799999952316284,0.88164216,0.11835782
30.272590361445783,26.55,0,933,1,0,0.0,1.0,0.0,0.0,1.0,Yes,0.5400000214576721,0.4632964,0.5367036
41.0,7.85,0,934,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.9354485,0.06455144
30.0,13.0,0,935,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.061326087,0.9386739
45.0,52.5542,0,936,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9599999785423279,0.037887692,0.9621123
25.0,7.925,0,937,3,0,0.0,1.0,0.0,0.0,1.0,Yes,0.7300000190734863,0.7269525,0.2730475
45.0,29.7,0,938,1,0,0.0,1.0,1.0,0.0,0.0,No,0.75,0.75156486,0.24843511
30.272590361445783,7.75,0,939,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8799999952316284,0.88403,0.11597001
60.0,76.2917,0,940,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9599999785423279,0.037887692,0.9621123
36.0,15.9,2,941,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.8500000238418579,0.15490806,0.84509194
24.0,60.0,0,942,1,1,0.0,1.0,0.0,0.0,1.0,Yes,0.7200000286102295,0.7212686,0.2787314
27.0,15.0333,0,943,2,0,0.0,1.0,1.0,0.0,0.0,No,0.8100000023841858,0.81244075,0.18755926
20.0,23.0,1,944,2,2,1.0,0.0,0.0,0.0,1.0,Yes,0.9300000071525574,0.06795782,0.9320422
28.0,263.0,2,945,1,3,1.0,0.0,0.0,0.0,1.0,Yes,0.8600000143051147,0.13600194,0.86399806
30.272590361445783,15.5792,0,946,2,0,0.0,1.0,1.0,0.0,0.0,Yes,0.5099999904632568,0.48930585,0.51069415
10.0,29.125,1,947,3,4,0.0,1.0,0.0,1.0,0.0,No,0.9200000166893005,0.9166472,0.083352834
35.0,7.8958,0,948,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.9354485,0.06455144
25.0,7.65,0,949,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8999999761581421,0.9007616,0.099238396
30.272590361445783,16.1,0,950,3,1,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.90711755,0.092882454
36.0,262.375,0,951,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9399999976158142,0.055032372,0.9449676
17.0,7.8958,0,952,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.9328292,0.06717078
32.0,13.5,0,953,2,0,0.0,1.0,0.0,0.0,1.0,No,0.7300000190734863,0.72904694,0.27095303
18.0,7.75,0,954,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.9061849,0.093815066
22.0,7.725,0,955,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7699999809265137,0.22691005,0.77308995
13.0,262.375,2,956,1,2,0.0,1.0,1.0,0.0,0.0,Yes,0.550000011920929,0.55292475,0.44707522
30.272590361445783,21.0,0,957,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.06321311,0.9367869
18.0,7.8792,0,958,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.699999988079071,0.29537028,0.7046297
47.0,42.4,0,959,1,0,0.0,1.0,0.0,0.0,1.0,No,0.8999999761581421,0.8997839,0.10021611
31.0,28.5375,0,960,1,0,0.0,1.0,1.0,0.0,0.0,Yes,0.699999988079071,0.69561845,0.30438155
60.0,263.0,4,961,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.8399999737739563,0.15511024,0.84488976
24.0,7.75,0,962,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7699999809265137,0.22691005,0.77308995
21.0,7.8958,0,963,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.92733204,0.072667934
29.0,7.925,0,964,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.7099999785423279,0.70971346,0.29028657
28.5,27.7208,0,965,1,0,0.0,1.0,1.0,0.0,0.0,No,0.7599999904632568,0.75796556,0.24203445
35.0,211.5,0,966,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9300000071525574,0.069638014,0.930362
32.5,211.5,0,967,1,0,0.0,1.0,1.0,0.0,0.0,Yes,0.5199999809265137,0.51503885,0.48496115
30.272590361445783,8.05,0,968,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8675826,0.13241737
55.0,25.7,0,969,1,2,1.0,0.0,0.0,0.0,1.0,Yes,0.8500000238418579,0.14532691,0.8546731
30.0,13.0,0,970,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8675826,0.13241737
24.0,7.75,0,971,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7699999809265137,0.22691005,0.77308995
6.0,15.2458,1,972,3,1,0.0,1.0,1.0,0.0,0.0,Yes,0.9399999976158142,0.06401181,0.9359882
67.0,221.7792,0,973,1,1,0.0,1.0,0.0,0.0,1.0,No,0.800000011920929,0.79626805,0.20373195
49.0,26.0,0,974,1,0,0.0,1.0,0.0,0.0,1.0,Yes,0.6899999976158142,0.6887238,0.31127623
30.272590361445783,7.8958,0,975,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.93151724,0.06848278
30.272590361445783,10.7083,0,976,2,0,0.0,1.0,0.0,1.0,0.0,No,0.8700000047683716,0.8675826,0.13241737
30.272590361445783,14.4542,0,977,3,1,0.0,1.0,1.0,0.0,0.0,No,0.8100000023841858,0.81064785,0.18935214
27.0,7.8792,0,978,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.8700000047683716,0.13445133,0.8655487
18.0,8.05,0,979,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.5899999737739563,0.40909165,0.59090835
30.272590361445783,7.75,0,980,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7599999904632568,0.24100459,0.7589954
2.0,23.0,1,981,2,1,0.0,1.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.05531919,0.9446808
22.0,13.9,0,982,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.550000011920929,0.45021933,0.54978067
30.272590361445783,7.775,0,983,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8600000143051147,0.86423236,0.13576764
27.0,52.0,2,984,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9200000166893005,0.077019274,0.9229807
30.272590361445783,8.05,0,985,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8675826,0.13241737
25.0,26.0,0,986,1,0,0.0,1.0,1.0,0.0,0.0,Yes,0.6200000047683716,0.61798,0.38202003
25.0,7.7958,0,987,3,0,0.0,1.0,0.0,0.0,1.0,No,0.7599999904632568,0.7562926,0.24370743
76.0,78.85,0,988,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9599999785423279,0.037887692,0.9621123
29.0,7.925,0,989,3,0,0.0,1.0,0.0,0.0,1.0,No,0.75,0.75225854,0.24774143
20.0,7.8542,0,990,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.6200000047683716,0.6186922,0.38130778
33.0,8.05,0,991,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.8881589,0.11184109
43.0,55.4417,0,992,1,1,1.0,0.0,1.0,0.0,0.0,Yes,0.9700000286102295,0.032662034,0.96733797
27.0,26.0,0,993,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.90556073,0.094439246
30.272590361445783,7.75,0,994,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8799999952316284,0.88403,0.11597001
26.0,7.775,0,995,3,0,0.0,1.0,0.0,0.0,1.0,No,0.7599999904632568,0.7562926,0.24370743
16.0,8.5167,1,996,3,1,1.0,0.0,1.0,0.0,0.0,Yes,0.6100000143051147,0.38504285,0.61495715
28.0,22.525,0,997,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.90772873,0.092271276
21.0,7.8208,0,998,3,0,0.0,1.0,0.0,1.0,0.0,No,0.9200000166893005,0.92046154,0.07953847
30.272590361445783,7.75,0,999,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8799999952316284,0.88403,0.11597001
30.272590361445783,8.7125,0,1000,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8675826,0.13241737
18.5,13.0,0,1001,2,0,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.9232135,0.07678652
41.0,15.0458,0,1002,2,0,0.0,1.0,1.0,0.0,0.0,No,0.8799999952316284,0.88164216,0.11835782
30.272590361445783,7.7792,0,1003,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7799999713897705,0.21686035,0.78313965
36.0,31.6792,0,1004,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9700000286102295,0.032662034,0.96733797
18.5,7.2833,0,1005,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.5299999713897705,0.52769625,0.47230378
63.0,221.7792,0,1006,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.06360191,0.9363981
18.0,14.4542,0,1007,3,1,0.0,1.0,1.0,0.0,0.0,No,0.7799999713897705,0.78361547,0.21638456
30.272590361445783,6.4375,0,1008,3,0,0.0,1.0,1.0,0.0,0.0,No,0.9300000071525574,0.9268048,0.073195204
1.0,16.7,1,1009,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.7200000286102295,0.28021258,0.7197874
36.0,75.2417,0,1010,1,0,0.0,1.0,1.0,0.0,0.0,Yes,0.5600000023841858,0.55593336,0.44406667
29.0,26.0,0,1011,2,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9100000262260437,0.085751176,0.9142488
12.0,15.75,0,1012,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.064881265,0.93511873
30.272590361445783,7.75,0,1013,3,1,0.0,1.0,0.0,1.0,0.0,No,0.8799999952316284,0.88403,0.11597001
35.0,57.75,0,1014,1,1,1.0,0.0,1.0,0.0,0.0,Yes,0.9700000286102295,0.032662034,0.96733797
28.0,7.25,0,1015,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8799999952316284,0.8773504,0.12264963
30.272590361445783,7.75,0,1016,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8799999952316284,0.88403,0.11597001
17.0,16.1,1,1017,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.7300000190734863,0.2747001,0.7252999
22.0,7.7958,0,1018,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8399999737739563,0.8433535,0.15664649
30.272590361445783,23.25,0,1019,3,2,1.0,0.0,0.0,1.0,0.0,Yes,0.8700000047683716,0.12651122,0.8734888
42.0,13.0,0,1020,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8500000238418579,0.8545033,0.14549671
24.0,8.05,0,1021,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.893791,0.10620898
32.0,8.05,0,1022,3,0,0.0,1.0,0.0,0.0,1.0,Yes,0.7200000286102295,0.7207391,0.27926084
53.0,28.5,0,1023,1,0,0.0,1.0,1.0,0.0,0.0,No,0.7400000095367432,0.73529494,0.2647051
30.272590361445783,25.4667,4,1024,3,0,1.0,0.0,0.0,0.0,1.0,No,0.9200000166893005,0.9173486,0.0826514
30.272590361445783,6.4375,0,1025,3,1,0.0,1.0,1.0,0.0,0.0,No,0.9300000071525574,0.9268048,0.073195204
43.0,7.8958,0,1026,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.9354485,0.06455144
24.0,7.8542,0,1027,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.91251314,0.087486856
26.5,7.225,0,1028,3,0,0.0,1.0,1.0,0.0,0.0,Yes,0.699999988079071,0.6968215,0.3031785
26.0,13.0,0,1029,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.88574576,0.114254236
23.0,8.05,0,1030,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.7300000190734863,0.72837466,0.27162534
40.0,46.9,6,1031,3,1,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.92862344,0.071376584
10.0,46.9,2,1032,3,5,1.0,0.0,0.0,0.0,1.0,No,0.8899999856948853,0.8913822,0.10861775
33.0,151.55,0,1033,1,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9300000071525574,0.069638014,0.930362
61.0,262.375,3,1034,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.6600000262260437,0.655148,0.344852
28.0,26.0,0,1035,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8999999761581421,0.90088904,0.099110976
42.0,26.55,0,1036,1,0,0.0,1.0,0.0,0.0,1.0,Yes,0.6499999761581421,0.3472572,0.6527428
31.0,18.0,0,1037,3,3,0.0,1.0,0.0,0.0,1.0,No,0.8500000238418579,0.8472722,0.1527278
30.272590361445783,51.8625,0,1038,1,0,0.0,1.0,0.0,0.0,1.0,No,0.8600000143051147,0.86462784,0.13537219
22.0,8.05,0,1039,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.893791,0.10620898
30.272590361445783,26.55,0,1040,1,0,0.0,1.0,0.0,0.0,1.0,Yes,0.5400000214576721,0.4632964,0.5367036
30.0,26.0,1,1041,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.9178748,0.082125194
23.0,83.1583,1,1042,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9700000286102295,0.033466935,0.96653306
30.272590361445783,7.8958,0,1043,3,0,0.0,1.0,1.0,0.0,0.0,No,0.8799999952316284,0.88203955,0.117960475
60.5,35.627188489208635,0,1044,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8199999928474426,0.8182463,0.1817537
36.0,12.1833,2,1045,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.7900000214576721,0.20513749,0.7948625
13.0,31.3875,2,1046,3,4,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.9310812,0.068918854
24.0,7.55,0,1047,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8999999761581421,0.9007616,0.099238396
29.0,221.7792,0,1048,1,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.055032372,0.9449676
23.0,7.8542,0,1049,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.6499999761581421,0.6461003,0.3538997
42.0,26.55,0,1050,1,0,0.0,1.0,0.0,0.0,1.0,Yes,0.6499999761581421,0.3472572,0.6527428
26.0,13.775,2,1051,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.7099999785423279,0.2852713,0.7147287
30.272590361445783,7.7333,0,1052,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7599999904632568,0.24100459,0.7589954
7.0,15.2458,1,1053,3,1,0.0,1.0,1.0,0.0,0.0,Yes,0.8600000143051147,0.1393286,0.8606714
26.0,13.5,0,1054,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.7200000286102295,0.27688807,0.7231119
30.272590361445783,7.0,0,1055,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.93373275,0.06626724
41.0,13.0,0,1056,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8500000238418579,0.8545033,0.14549671
26.0,22.025,1,1057,3,1,1.0,0.0,0.0,0.0,1.0,No,0.7400000095367432,0.7375579,0.26244214
48.0,50.4958,0,1058,1,0,0.0,1.0,1.0,0.0,0.0,Yes,0.6200000047683716,0.61588585,0.38411418
18.0,34.375,2,1059,3,2,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.8880147,0.11198531
30.272590361445783,27.7208,0,1060,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9399999976158142,0.06321311,0.9367869
22.0,8.9625,0,1061,3,0,1.0,0.0,0.0,0.0,1.0,No,0.7900000214576721,0.79024315,0.20975685
30.272590361445783,7.55,0,1062,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.9385224,0.061477616
27.0,7.225,0,1063,3,0,0.0,1.0,1.0,0.0,0.0,Yes,0.699999988079071,0.6968215,0.3031785
23.0,13.9,0,1064,3,1,0.0,1.0,0.0,0.0,1.0,No,0.949999988079071,0.9494515,0.05054848
30.272590361445783,7.2292,0,1065,3,0,0.0,1.0,1.0,0.0,0.0,No,0.9300000071525574,0.9268048,0.073195204
40.0,31.3875,5,1066,3,1,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.92290914,0.077090874
15.0,39.0,2,1067,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.062527,0.937473
20.0,36.75,0,1068,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9700000286102295,0.033466935,0.96653306
54.0,55.4417,0,1069,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.6600000262260437,0.66357124,0.33642873
36.0,39.0,3,1070,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.949999988079071,0.050755143,0.94924486
64.0,83.1583,2,1071,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9399999976158142,0.058699965,0.94130003
30.0,13.0,0,1072,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8675826,0.13241737
37.0,83.1583,1,1073,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.5199999809265137,0.4788816,0.5211184
18.0,53.1,0,1074,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9700000286102295,0.033466935,0.96653306
30.272590361445783,7.75,0,1075,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8799999952316284,0.88403,0.11597001
27.0,247.5208,1,1076,1,1,1.0,0.0,1.0,0.0,0.0,Yes,0.9200000166893005,0.08331561,0.9166844
40.0,16.0,0,1077,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8999999761581421,0.9047626,0.09523736
21.0,21.0,1,1078,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.064837694,0.9351623
17.0,8.05,0,1079,3,2,0.0,1.0,0.0,0.0,1.0,No,0.75,0.7465954,0.25340465
30.272590361445783,69.55,2,1080,3,8,1.0,0.0,0.0,0.0,1.0,No,0.8799999952316284,0.87886393,0.121136054
40.0,13.0,0,1081,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8500000238418579,0.8545033,0.14549671
34.0,26.0,0,1082,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.92335975,0.076640226
30.272590361445783,26.0,0,1083,1,0,0.0,1.0,0.0,0.0,1.0,No,0.8600000143051147,0.8597637,0.14023632
11.5,14.5,1,1084,3,1,0.0,1.0,0.0,0.0,1.0,Yes,0.5400000214576721,0.54194313,0.45805687
61.0,12.35,0,1085,2,0,0.0,1.0,0.0,1.0,0.0,No,0.8399999737739563,0.8411847,0.15881532
8.0,32.5,2,1086,2,0,0.0,1.0,0.0,0.0,1.0,Yes,0.7599999904632568,0.23595852,0.7640415
33.0,7.8542,0,1087,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.9354485,0.06455144
6.0,134.5,2,1088,1,0,0.0,1.0,1.0,0.0,0.0,Yes,0.8899999856948853,0.11095595,0.88904405
18.0,7.775,0,1089,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.5899999737739563,0.40733993,0.59266007
23.0,10.5,0,1090,2,0,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.9236544,0.07634561
30.272590361445783,8.1125,0,1091,3,0,1.0,0.0,0.0,0.0,1.0,No,0.8399999737739563,0.8373346,0.16266543
30.272590361445783,15.5,0,1092,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7099999785423279,0.2899657,0.7100343
0.33,14.4,2,1093,3,0,0.0,1.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.05531919,0.9446808
47.0,227.525,0,1094,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.7200000286102295,0.7209004,0.2790996
8.0,26.0,1,1095,2,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9300000071525574,0.06800336,0.93199664
25.0,10.5,0,1096,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.88574576,0.114254236
30.272590361445783,25.7417,0,1097,1,0,0.0,1.0,1.0,0.0,0.0,No,0.7699999809265137,0.76976377,0.23023625
35.0,7.75,0,1098,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7900000214576721,0.20583528,0.7941647
24.0,10.5,0,1099,2,0,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.9236544,0.07634561
33.0,27.7208,0,1100,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.949999988079071,0.052525878,0.9474741
